Anzahl_Fahrten_2026,Summe_Stunden_2026,Summe_KM_2026,Summe_Fahrtkosten_2026,Summe_Fahrtkosten_abzgl_Guthaben_2026,Anzahl_Fahrten_R2,Summe_Stunden_R2,Summe_KM_R2,Summe_Fahrtkosten_R2,Summe_Fahrtkosten_abzgl_Guthaben_R2
1662.1800000000003,3043.14,99874.86000000002,34878.62,16210.470000000001,0.004,0.438,0.001,0.078,0.304
