Buchungsnummer;Kennzeichen;S_Id;Stationsname;Fahrzeugsteller;Abrechnungsmonat;Buchungsstatus;Buchungsbeginn;Buchungsende;Fahrtbeginn;Fahrtende;Stornierung;Buchungsdauer_std;Fahrtdauer_std;KM;Tarif;Nutzungskategorie;PC_Id;Preiskomponente;Zahlungsstatus;Zeitkosten;Zeitkosten_nach_Guthaben;KM_Kosten;KM_Kosten_nach_Guthaben;Buchungsgebuehr;Spaetrueckgabegebuehr;Fahrtkosten;Fahrtkosten_nach_Guthaben
R000246;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;11.02.2025 15:30;11.02.2025 16:30;11.02.2025 15:27;11.02.2025 16:11;;1;0,73;22.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;2,17;2,17;4,18;4,18;2,5;0;8,85;0
R000262;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;cancelled;13.02.2025 08:15;13.02.2025 10:00;;;12.02.2025 17:53;1,75;;;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;0;0;0;0;0;0;0;0
R000265;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;13.02.2025 08:30;13.02.2025 11:00;13.02.2025 08:29;13.02.2025 10:33;;2,5;2,05;37.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;5,58;5,58;7,03;7,03;2,5;0;15,11;0
R000281;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;16.02.2025 11:00;16.02.2025 16:00;16.02.2025 10:53;16.02.2025 13:25;;5;2,53;72.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;8,92;8,92;13,68;13,68;2,5;0;25,1;19,16
R000292;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;cancelled;26.02.2025 11:00;26.02.2025 15:00;;;25.02.2025 15:13;4;;;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;0;0;0;0;0;0;0;0
R000293;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;20.02.2025 15:00;20.02.2025 18:00;20.02.2025 15:17;20.02.2025 18:01;;3;2,72;21.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;7,54;7,54;3,99;3,99;2,5;0;14,03;0
R000302;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;19.02.2025 07:00;19.02.2025 09:00;19.02.2025 06:57;19.02.2025 08:55;;2;1,97;41.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;5,04;5,04;7,79;7,79;2,5;0;15,33;0
R000303;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;19.02.2025 09:30;20.02.2025 14:30;20.02.2025 09:29;20.02.2025 10:46;;29;1,28;18.0;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000330;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;24.02.2025 14:15;24.02.2025 18:15;24.02.2025 14:10;24.02.2025 17:42;;4;3,52;74.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;9,33;9,33;14,06;14,06;2,5;0;25,89;0
R000332;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;21.02.2025 08:30;21.02.2025 10:45;21.02.2025 08:44;21.02.2025 10:33;;2,25;1,82;18.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;5,33;5,33;3,42;3,42;2,5;0;11,25;0
R000334;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;21.02.2025 16:30;21.02.2025 20:30;21.02.2025 17:43;21.02.2025 20:29;;4;2,75;64.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;9,96;9,96;12,16;12,16;2,5;0;24,62;9,95
R000352;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;24.02.2025 09:00;24.02.2025 10:00;24.02.2025 09:17;24.02.2025 09:36;;1;0,32;0.0;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000373;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;25.02.2025 11:30;25.02.2025 15:30;25.02.2025 11:31;25.02.2025 15:23;;4;3,87;22.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;9,83;9,83;4,18;4,18;2,5;0;16,51;0
R000375;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;10.03.2025 10:45;10.03.2025 12:15;10.03.2025 10:46;10.03.2025 13:00;;1,5;2,22;0.0;Kommunal-Tarif Servicefahrten;Fahrzeugbetreuung;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000377;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;24.03.2025 10:45;24.03.2025 12:15;24.03.2025 10:50;24.03.2025 14:47;;1,5;3,93;0.0;Kommunal-Tarif Servicefahrten;Fahrzeugbetreuung;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000382;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;cancelled;22.09.2025 10:45;22.09.2025 12:15;;;24.03.2025 14:46;1,5;;;Kommunal-Tarif Servicefahrten;Fahrzeugbetreuung;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000393;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;finished;26.02.2025 13:45;26.02.2025 14:45;26.02.2025 13:46;26.02.2025 14:18;;1;0,52;20.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;1,83;1,83;3,8;3,8;2,5;0;8,13;0
R000415;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;24.03.2025 13:00;26.03.2025 15:00;24.03.2025 14:47;25.03.2025 14:50;;50;24,03;91.0;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000431;R-CA 107E;4;Sinzing;Sinzing / C112;2025-02;cancelled;01.03.2025 10:00;01.03.2025 11:00;;;28.02.2025 19:45;1;;;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;0;0;0;0;0;0;0;0
R000437;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;04.03.2025 13:00;04.03.2025 21:30;04.03.2025 14:12;04.03.2025 21:29;;8,5;7,27;99.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;21,21;21,21;18,81;18,81;2,5;0;42,52;26,55
R000439;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;03.03.2025 08:00;03.03.2025 09:30;03.03.2025 07:55;03.03.2025 09:31;;1,5;1,58;18.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;4;4;3,42;3,42;2,5;0;9,92;5,35
R000443;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;cancelled;11.03.2025 15:15;11.03.2025 17:15;;;02.03.2025 08:33;2;;;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;0;0;0;0;0;0;0;0
R000448;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;03.03.2025 21:15;04.03.2025 12:15;03.03.2025 21:20;03.03.2025 23:20;;15;2;35.0;ÖPNV-Abo-Tarif ;Privatkunden;2;CARL;Keine Zahlung;18,17;18,17;6,65;6,65;2,5;0;27,32;0
R000522;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;22.03.2025 12:30;22.03.2025 19:00;22.03.2025 12:28;22.03.2025 18:50;;6,5;6,35;49.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;16,08;16,08;9,31;9,31;2,5;0;27,89;0
R000526;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;17.03.2025 18:45;17.03.2025 23:45;17.03.2025 18:46;17.03.2025 21:27;;5;2,68;33.0;Studierenden-Tarif ;Privatkunden;2;CARL;Bezahlt;9,04;9,04;6,27;6,27;2,5;0;17,81;7,5
R000542;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;cancelled;29.03.2025 11:30;29.03.2025 19:00;;;27.03.2025 07:29;7,5;;;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;0;0;0;0;0;0;0;0
R000555;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;25.03.2025 15:00;25.03.2025 16:00;25.03.2025 14:51;25.03.2025 15:14;;1;0,37;10.0;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000564;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;26.03.2025 13:00;26.03.2025 14:00;26.03.2025 13:06;26.03.2025 13:33;;1;0,43;20.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;1,83;1,83;3,8;3,8;2,5;0;8,13;8,13
R000584;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;29.03.2025 09:15;29.03.2025 16:15;29.03.2025 09:00;29.03.2025 12:54;;7;3,88;103.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;13,08;13,08;19,57;19,57;2,5;0;35,15;35,15
R000606;R-CA 107E;4;Sinzing;Sinzing / C112;2025-03;finished;31.03.2025 10:45;31.03.2025 13:00;31.03.2025 10:45;31.03.2025 12:08;;2,25;1,37;20.0;Studierenden-Tarif ;Privatkunden;2;CARL;Keine Zahlung;4,33;4,33;3,8;3,8;2,5;0;10,63;0
R000026;R-CA 125E;9;Pentling;Pentling / C108;2025-01;cancelled;15.02.2025 08:00;15.02.2025 20:00;;;27.01.2025 21:58;12;;;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;0;0;0;0;0;0;0;0
R000027;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;16.02.2025 08:00;16.02.2025 20:00;16.02.2025 08:23;16.02.2025 19:23;;12;10,98;291.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;29,08;29,08;55,29;55,29;2,5;0;86,87;86,87
R000028;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;23.01.2025 07:30;23.01.2025 20:00;23.01.2025 07:51;23.01.2025 19:39;;12,5;11,8;15.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;30,75;30,75;2,85;2,85;2,5;0;36,1;6,1
R000048;R-CA 125E;9;Pentling;Pentling / C108;2025-01;cancelled;30.01.2025 07:30;30.01.2025 13:00;;;16.01.2025 20:41;5,5;;;ÖPNV-Abo-Tarif ;Privatkunden;2;CARL;Keine Zahlung;0;0;0;0;0;0;0;0
R000052;R-CA 125E;9;Pentling;Pentling / C108;2025-01;cancelled;17.01.2025 07:00;17.01.2025 18:00;;;17.01.2025 07:44;11;;;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;12,08;12,08;0;0;2,5;0;14,58;0
R000053;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;18.01.2025 11:00;18.01.2025 12:30;18.01.2025 10:55;18.01.2025 12:15;;1,5;1,33;23.0;ÖPNV-Abo-Tarif ;Privatkunden;2;CARL;Keine Zahlung;3,63;3,63;4,37;4,37;2,5;0;10,5;0
R000071;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;19.01.2025 16:15;19.01.2025 17:30;19.01.2025 16:07;19.01.2025 16:59;;1,25;0,85;14.0;Studierenden-Tarif ;Privatkunden;2;CARL;Bezahlt;2,63;2,63;2,66;2,66;2,5;0;7,79;0
R000082;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;21.01.2025 17:00;21.01.2025 20:00;21.01.2025 16:54;21.01.2025 19:32;;3;2,63;29.0;Studierenden-Tarif ;Privatkunden;2;CARL;Bezahlt;7,04;7,04;5,51;5,51;2,5;0;15,05;0
R000085;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;22.01.2025 07:30;22.01.2025 10:30;22.01.2025 07:37;22.01.2025 10:08;;3;2,52;44.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;6,96;6,96;8,36;8,36;2,5;0;17,82;0
R000109;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;24.01.2025 09:45;24.01.2025 17:45;24.01.2025 10:04;24.01.2025 13:38;;8;3,55;20.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;13,83;13,83;3,8;3,8;2,5;0;20,13;4,71
R000117;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;25.01.2025 09:00;25.01.2025 20:00;25.01.2025 09:13;25.01.2025 15:34;;11;6,33;81.0;Studierenden-Tarif ;Privatkunden;2;CARL;Bezahlt;20,88;20,88;15,39;15,39;2,5;0;38,77;31,6
R000121;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;26.01.2025 09:45;26.01.2025 10:45;26.01.2025 09:45;26.01.2025 10:34;;1;0,8;12.0;Studierenden-Tarif ;Privatkunden;2;CARL;Bezahlt;2,21;2,21;2,28;2,28;2,5;0;6,99;6,99
R000129;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;27.01.2025 07:30;27.01.2025 17:00;27.01.2025 07:26;27.01.2025 14:41;;9,5;7,25;18.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;20,42;20,42;3,42;3,42;2,5;0;26,34;26,34
R000141;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;07.02.2025 07:30;07.02.2025 17:30;07.02.2025 07:51;07.02.2025 15:47;;10;7,92;30.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;22,42;22,42;5,7;5,7;2,5;0;30,62;0,62
R000143;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;29.01.2025 09:30;29.01.2025 15:30;29.01.2025 09:37;29.01.2025 15:38;;6;6,02;102.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;15,38;15,38;19,38;19,38;2,5;0;37,26;25,08
R000145;R-CA 125E;9;Pentling;Pentling / C108;2025-01;cancelled;31.01.2025 06:45;31.01.2025 11:15;;;29.01.2025 21:52;4,5;;;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;0;0;0;0;0;0;0;0
R000155;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;30.01.2025 15:00;30.01.2025 16:00;30.01.2025 15:32;30.01.2025 15:40;;1;0,13;0.0;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000157;R-CA 125E;9;Pentling;Pentling / C108;2025-01;cancelled;30.01.2025 16:45;30.01.2025 18:00;;;30.01.2025 16:37;1,25;;;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;0;0;0;0;0;0;0;0
R000170;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;31.01.2025 09:30;31.01.2025 11:30;31.01.2025 09:44;31.01.2025 10:32;;2;0,78;13.0;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000172;R-CA 125E;9;Pentling;Pentling / C108;2025-01;finished;31.01.2025 18:30;31.01.2025 20:30;31.01.2025 18:38;31.01.2025 19:24;;2;0,75;16.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;3,33;3,33;3,04;3,04;2,5;0;8,87;0
R000206;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;05.02.2025 10:00;05.02.2025 15:30;05.02.2025 10:10;05.02.2025 15:36;;5,5;5,42;98.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;14;14;18,62;18,62;2,5;0;35,12;35,12
R000216;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;06.02.2025 07:15;06.02.2025 16:15;06.02.2025 07:04;06.02.2025 15:44;;9;8,65;18.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;22,17;22,17;3,42;3,42;2,5;0;28,09;28,09
R000218;R-CA 125E;9;Pentling;Pentling / C108;2025-02;cancelled;15.02.2025 10:00;15.02.2025 18:00;;;14.02.2025 08:42;8;;;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;0;0;0;0;0;0;0;0
R000219;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;13.02.2025 07:30;13.02.2025 13:00;13.02.2025 07:20;13.02.2025 13:00;;5,5;5,67;22.0;ÖPNV-Abo-Tarif ;Privatkunden;2;CARL;Keine Zahlung;14,17;14,17;4,18;4,18;2,5;0;20,85;0
R000238;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;08.02.2025 12:45;08.02.2025 18:00;08.02.2025 12:33;08.02.2025 15:49;;5,25;3,27;115.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;10,33;10,33;21,85;21,85;2,5;0;34,68;34,68
R000249;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;12.02.2025 09:45;12.02.2025 16:30;12.02.2025 10:05;12.02.2025 16:30;;6,75;6,42;98.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;16,92;16,92;18,62;18,62;2,5;0;38,04;38,04
R000255;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;11.02.2025 17:00;11.02.2025 18:00;11.02.2025 17:02;11.02.2025 18:00;;1;0,97;17.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;2,54;2,54;3,23;3,23;2,5;0;8,27;0
R000257;R-CA 125E;9;Pentling;Pentling / C108;2025-02;cancelled;12.02.2025 08:30;12.02.2025 09:15;;;12.02.2025 09:00;0,75;;;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000270;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;14.02.2025 08:00;14.02.2025 12:00;14.02.2025 08:15;14.02.2025 10:22;;4;2,1;21.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;7,54;7,54;3,99;3,99;2,5;0;14,03;14,03
R000291;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;17.02.2025 16:30;17.02.2025 18:00;17.02.2025 16:31;17.02.2025 18:01;;1,5;1,5;10.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;3,83;3,83;1,9;1,9;2,5;0;8,23;0
R000296;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;19.02.2025 10:15;19.02.2025 15:45;19.02.2025 10:35;19.02.2025 15:58;;5,5;5,38;99.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;14,33;14,33;18,81;18,81;2,5;0;35,64;35,64
R000308;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;19.02.2025 19:15;19.02.2025 22:45;19.02.2025 19:05;19.02.2025 22:51;;3,5;3,77;17.0;Studierenden-Tarif ;Privatkunden;2;CARL;Bezahlt;9,46;9,46;3,23;3,23;2,5;0;15,19;5,19
R000311;R-CA 125E;9;Pentling;Pentling / C108;2025-02;cancelled;20.02.2025 08:15;20.02.2025 16:15;;;20.02.2025 08:17;8;;;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;0;0;0;0;0;0;0;0
R000331;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;22.02.2025 07:45;22.02.2025 19:45;22.02.2025 08:04;22.02.2025 18:58;;12;10,88;190.0;Studierenden-Tarif ;Privatkunden;2;CARL;Bezahlt;28,83;28,83;36,1;36,1;2,5;0;67,43;37,43
R000340;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;24.02.2025 18:00;24.02.2025 20:00;24.02.2025 17:53;24.02.2025 19:25;;2;1,52;5.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;4,42;4,42;0,95;0,95;2,5;0;7,87;0
R000392;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;26.02.2025 07:00;26.02.2025 18:00;26.02.2025 07:19;26.02.2025 17:25;;11;10,08;114.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;26,67;26,67;21,66;21,66;2,5;0;50,83;50,83
R000395;R-CA 125E;9;Pentling;Pentling / C108;2025-02;cancelled;27.02.2025 10:00;27.02.2025 11:30;;;26.02.2025 17:48;1,5;;;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000398;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;27.02.2025 13:00;27.02.2025 15:00;27.02.2025 13:11;27.02.2025 13:18;;2;0,1;0.0;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000411;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;24.03.2025 07:00;26.03.2025 13:00;24.03.2025 11:08;25.03.2025 14:32;;54;27,38;3.0;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000427;R-CA 125E;9;Pentling;Pentling / C108;2025-02;finished;28.02.2025 18:30;28.02.2025 23:30;28.02.2025 18:36;28.02.2025 22:58;;5;4,35;26.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;11,71;11,71;4,94;4,94;2,5;0;19,15;6,29
R000456;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;06.03.2025 10:30;06.03.2025 12:00;06.03.2025 10:22;06.03.2025 12:22;;1,5;2;53.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;5,04;5,04;10,07;10,07;2,5;5;22,61;22,61
R000468;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;07.03.2025 16:30;07.03.2025 18:30;07.03.2025 16:40;07.03.2025 17:19;;2;0,65;16.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;3,25;3,25;3,04;3,04;2,5;0;8,79;8,79
R000491;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;12.03.2025 07:45;12.03.2025 16:45;12.03.2025 07:54;12.03.2025 17:09;;9;9,25;107.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;23,54;23,54;20,33;20,33;2,5;5;51,37;51,37
R000504;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;14.03.2025 15:00;14.03.2025 16:00;14.03.2025 14:55;14.03.2025 15:59;;1;1,05;5.0;Studierenden-Tarif ;Privatkunden;2;CARL;Keine Zahlung;2,63;2,63;0,95;0,95;2,5;0;6,08;0
R000519;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;17.03.2025 15:00;17.03.2025 19:30;17.03.2025 15:14;17.03.2025 18:52;;4,5;3,63;29.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;10,33;10,33;5,51;5,51;2,5;0;18,34;0
R000520;R-CA 125E;9;Pentling;Pentling / C108;2025-03;cancelled;19.03.2025 11:30;19.03.2025 20:00;;;18.03.2025 18:01;8,5;;;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;0;0;0;0;0;0;0;0
R000521;R-CA 125E;9;Pentling;Pentling / C108;2025-03;cancelled;20.03.2025 14:30;20.03.2025 20:00;;;18.03.2025 18:02;5,5;;;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;0;0;0;0;0;0;0;0
R000534;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;20.03.2025 07:30;20.03.2025 17:30;20.03.2025 07:20;20.03.2025 17:25;;10;10,08;24.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;25,29;25,29;4,56;4,56;2,5;0;32,35;32,35
R000537;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;20.03.2025 19:00;20.03.2025 20:00;20.03.2025 19:01;20.03.2025 19:40;;1;0,65;15.0;Basis-Tarif ;Privatkunden;2;CARL;Keine Zahlung;2,04;2,04;2,85;2,85;2,5;0;7,39;0
R000538;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;22.03.2025 10:30;22.03.2025 11:30;22.03.2025 10:35;22.03.2025 11:09;;1;0,55;2.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;1,96;1,96;0,38;0,38;2,5;0;4,84;4,84
R000554;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;25.03.2025 14:45;25.03.2025 15:45;25.03.2025 14:32;25.03.2025 14:38;;1;0,08;1.0;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000566;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;26.03.2025 17:00;26.03.2025 21:30;26.03.2025 17:27;26.03.2025 21:31;;4,5;4,05;162.0;Studierenden-Tarif ;Privatkunden;2;CARL;Bezahlt;11,33;11,33;30,78;30,78;2,5;0;44,61;34,61
R000576;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;27.03.2025 09:00;27.03.2025 10:00;27.03.2025 08:51;27.03.2025 09:44;;1;0,87;14.0;ÖPNV-Abo-Tarif ;Privatkunden;2;CARL;Keine Zahlung;2,42;2,42;2,66;2,66;2,5;0;7,58;0
R000592;R-CA 125E;9;Pentling;Pentling / C108;2025-03;finished;29.03.2025 14:30;29.03.2025 15:00;29.03.2025 14:19;29.03.2025 15:53;;0,5;1,55;16.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;3,92;3,92;3,04;3,04;2,5;15;24,46;24,46
R000007;R-CA 135E;6;Neutraubling;Neutraubling / C113;2025-01;finished;26.01.2025 20:00;27.01.2025 22:00;26.01.2025 20:10;27.01.2025 21:15;;26;25,07;115.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;53,88;53,88;21,85;21,85;2,5;0;78,23;78,23
R000008;R-CA 135E;6;Neutraubling;Neutraubling / C113;2025-01;finished;19.01.2025 20:00;20.01.2025 22:00;19.01.2025 19:51;20.01.2025 21:04;;26;25,22;81.0;Basis-Tarif ;Privatkunden;2;CARL;Bezahlt;53,96;53,96;15,39;15,39;2,5;0;71,85;41,85
R000009;R-CA 135E;6;Neutraubling;Neutraubling / C113;2025-02;finished;02.02.2025 20:00;03.02.2025 22:00;02.02.2025 20:05;03.02.2025 21:07;;26;25,02;126.0;Eco-Tarif ;Sonstiges;2;CARL;Bezahlt;53,71;53,71;23,94;23,94;2,5;0;80,15;30,15
R000010;R-CA 135E;6;Neutraubling;Neutraubling / C113;2025-02;finished;09.02.2025 20:00;10.02.2025 22:00;09.02.2025 20:01;10.02.2025 21:26;;26;25,4;91.0;Eco-Tarif ;Sonstiges;2;CARL;Bezahlt;54,17;54,17;17,29;17,29;2,5;0;73,96;73,96
R000022;R-CA 135E;6;Neutraubling;Neutraubling / C113;2025-02;finished;16.02.2025 20:00;17.02.2025 22:00;16.02.2025 20:16;17.02.2025 21:10;;26;24,9;142.0;Eco-Tarif ;Sonstiges;2;CARL;Bezahlt;53,75;53,75;26,98;26,98;2,5;0;83,23;83,23
R000023;R-CA 135E;6;Neutraubling;Neutraubling / C113;2025-02;finished;23.02.2025 20:00;24.02.2025 22:00;23.02.2025 19:51;24.02.2025 20:45;;26;24,9;66.0;Eco-Tarif ;Sonstiges;2;CARL;Bezahlt;53,54;53,54;12,54;12,54;2,5;0;68,58;68,58
R000024;R-CA 135E;6;Neutraubling;Neutraubling / C113;2025-02;finished;11.02.2025 07:00;13.02.2025 18:00;11.02.2025 07:59;11.02.2025 13:48;;59;5,82;19.0;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
R000034;R-CA 135E;6;Neutraubling;Neutraubling / C113;2025-01;cancelled;16.01.2025 15:30;16.01.2025 16:30;;;16.01.2025 15:01;1;;;Betreiber-Tarif GFN-Servicefahrten;Fahrzeugsteller;1;FREE;Keine Zahlung;0;0;0;0;0;0;0;0
