Zeitraum,Anzahl_Fahrten,Summe_Stunden,Summe_KM,Summe_Fahrtkosten,Summe_Fahrtkosten_abzgl_Guthaben
Q1 2025,385,2030.09,24698.0,11174.7,7952.38
