Zeitraum,Anzahl_Fahrten,Summe_Stunden,Summe_KM,Summe_Fahrtkosten,Summe_Fahrtkosten_abzgl_Guthaben
04_2026,125,612.2700000000001,8570.0,3608.9199999999996,3413.9199999999996
