Zeitraum,Anzahl_Fahrten,Summe_Stunden,Summe_KM,Summe_Fahrtkosten,Summe_Fahrtkosten_abzgl_Guthaben
Q1 2026,334,1617.9200000000003,17990.0,8305.44,7811.76
