Zeitraum,Anzahl_Fahrten,Summe_Stunden,Summe_KM,Summe_Fahrtkosten,Summe_Fahrtkosten_abzgl_Guthaben
Q2 2025,341,2042.6099999999997,22457.0,10568.849999999999,9351.439999999999
