Zeitraum,Anzahl_Fahrten,Summe_Stunden,Summe_KM,Summe_Fahrtkosten,Summe_Fahrtkosten_abzgl_Guthaben
Q2 2026,439,3159.3999999999996,28939.0,9864.080000000004,9373.000000000004
